path,category
data\raw\noise\esc50\ESC-50-master\audio\1-68628-A-27.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-68670-A-34.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-68734-A-34.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-69165-A-34.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-69422-A-3.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-69641-A-3.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-69760-A-16.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\1-70300-A-45.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\1-7057-A-12.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\1-71030-A-6.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-72195-A-37.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-72195-B-37.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-72229-A-6.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-72229-B-6.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-72695-A-26.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-73123-A-26.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-73585-A-7.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-74517-A-37.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-7456-A-13.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-75162-A-9.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-75189-A-7.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-75190-A-8.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-76831-A-42.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\1-76831-B-42.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\1-76831-C-42.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\1-76831-D-42.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\1-76831-E-42.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\1-77160-A-3.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-77241-A-3.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-79113-A-5.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-79146-A-29.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-79220-A-17.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\1-79236-A-36.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-79711-A-32.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-7973-A-7.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-7974-A-49.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-7974-B-49.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-80785-A-7.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-80840-A-13.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-80841-A-13.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-81001-A-30.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\1-81001-B-30.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\1-81269-A-3.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-81851-A-31.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-81883-A-21.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-82817-A-30.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\1-84393-A-32.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-84536-A-39.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\1-84704-A-39.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\1-84705-A-39.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\1-85123-A-31.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-85168-A-39.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\1-85184-A-39.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\1-85362-A-0.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-85909-A-29.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-87565-A-29.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-88409-A-45.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\1-88409-B-45.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\1-88574-A-8.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-88807-A-39.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\1-90797-A-15.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-91359-A-11.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-91359-B-11.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-94036-A-22.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-94231-A-32.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-94231-B-32.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-95563-A-31.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-96890-A-37.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-96950-A-9.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-96950-B-9.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-97392-A-0.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-977-A-39.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\1-97793-A-31.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-9841-A-13.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-9886-A-49.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-9887-A-49.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-9887-B-49.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\1-99958-A-31.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-100648-A-43.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-100786-A-1.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-101676-A-10.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-102414-A-17.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-102414-B-17.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-102414-C-17.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-102414-D-17.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-102414-E-17.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-102414-F-17.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-102414-G-17.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-102435-A-37.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-102567-A-35.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-102567-B-35.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-102567-C-35.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-102567-D-35.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-102568-A-35.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-102581-A-29.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-102581-B-29.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-102852-A-11.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-103423-A-3.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-103424-A-3.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-103426-A-3.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-103427-A-3.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-103428-A-3.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-104105-A-19.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-104105-B-19.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-104168-A-32.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-104475-A-37.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-104476-A-37.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-104877-A-3.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-104952-A-16.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-104952-B-16.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-105270-A-47.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\2-106014-A-44.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\2-106015-A-44.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\2-106015-B-44.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\2-106019-A-13.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-106072-A-36.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-106073-A-36.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-106486-A-44.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\2-106487-A-44.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\2-106849-A-47.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\2-106881-A-39.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-107228-A-44.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\2-107228-B-44.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\2-107351-A-20.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-107351-B-20.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-108017-A-24.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-108760-A-14.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-108760-B-14.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-108761-A-14.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-108763-A-9.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-108766-A-9.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-108767-A-9.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-108767-B-9.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-108767-C-9.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-109231-A-9.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-109231-B-9.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-109231-C-9.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-109316-A-32.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-109371-A-16.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-109371-B-16.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-109371-C-16.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-109371-D-16.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-109374-A-16.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-109505-A-21.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-109759-A-26.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-109759-B-26.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-110010-A-5.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-110011-A-5.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-110417-A-28.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-110417-B-28.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-110613-A-13.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-110614-A-8.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-110614-B-8.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-112213-A-39.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-112213-B-39.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-114254-A-30.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-114280-A-0.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-114587-A-0.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-114609-A-28.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-114609-B-28.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-116400-A-0.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-117116-A-37.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-117271-A-0.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-117330-A-28.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-117615-A-48.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-117615-B-48.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-117615-C-48.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-117615-D-48.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-117615-E-48.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-117616-A-48.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-117617-A-48.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-117625-A-10.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-117795-A-3.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-117795-B-3.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-118072-A-0.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-118104-A-21.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-118459-A-32.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-118459-B-32.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-118624-A-30.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-118625-A-30.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-118817-A-32.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-118964-A-0.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-119102-A-21.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-119139-A-31.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-119161-A-8.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-119161-B-8.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-119161-C-8.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-119748-A-38.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-120218-A-30.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-120218-B-30.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-120333-A-32.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-120586-A-6.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-120587-A-6.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-121909-A-35.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-121978-A-29.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-122066-A-45.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\2-122066-B-45.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\2-122067-A-45.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\2-122067-B-45.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\2-122104-A-0.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-122104-B-0.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-122616-A-14.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-122763-A-29.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-122763-B-29.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-122820-A-36.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-122820-B-36.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-123712-A-33.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-123896-A-24.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-124564-A-15.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-124662-A-11.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-125520-A-43.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-125821-A-13.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-125875-A-13.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-125966-A-11.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-126433-A-17.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-126756-A-29.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-127108-A-38.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-127109-A-6.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-128465-A-43.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-128465-B-43.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-128631-A-21.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-130245-A-34.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-130978-A-21.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-130979-A-21.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-131943-A-38.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-132157-A-11.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-132157-B-11.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-133863-A-11.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-133889-A-30.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-134049-A-6.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-134700-A-38.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-134915-A-30.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-135649-A-45.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\2-135649-B-45.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\2-135649-C-45.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\2-135728-A-38.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-135860-A-49.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-137162-A-11.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-138257-A-31.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-138465-A-43.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-139748-A-15.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-139748-B-15.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-139749-A-15.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-140147-A-38.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-140841-A-30.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-141563-A-39.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-141584-A-38.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-141681-A-36.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-141681-B-36.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-141682-A-36.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-141682-B-36.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-144031-A-34.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-144137-A-43.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-146877-A-31.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-146877-B-31.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-151079-A-20.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-152895-A-31.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-152964-A-31.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-153388-A-31.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-154688-A-31.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-155801-A-11.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-157488-A-6.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-158746-A-2.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-158746-B-2.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-158746-C-2.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-158746-D-2.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-160128-A-7.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-160888-A-47.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\2-165801-A-48.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-166644-A-2.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-166644-B-2.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-166644-C-2.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-173559-A-39.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-173607-A-39.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-173618-A-39.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-182508-A-8.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-182508-B-8.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-184077-A-49.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-18766-A-12.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-18766-B-12.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-188822-A-40.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-188822-B-40.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-188822-C-40.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-188822-D-40.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-196688-A-8.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-205966-A-16.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-209471-A-25.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-209472-A-25.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-209473-A-25.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-209474-A-25.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-209475-A-25.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-209476-A-25.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-209477-A-25.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-209478-A-25.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-250710-A-39.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\2-25292-A-22.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-25293-A-22.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-262579-A-45.wav,stationary
data\raw\noise\esc50\ESC-50-master\audio\2-28314-A-12.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-28314-B-12.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-30322-A-12.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-30322-B-12.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\2-32515-A-4.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\2-32515-B-4.wav,unknown
